GameId,GameDate,DayOfWeek,StartTime,HomeTeam,AwayTeam,HomeTeamCode,AwayTeamCode,HomeScore,AwayScore,HomeCoach,AwayCoach,Stadium,Attendance,Duration,Roof,Surface,Weather,HomeOff01_Position,HomeOff01_Name,HomeOff01_ID,HomeOff02_Position,HomeOff02_Name,HomeOff02_ID,HomeOff03_Position,HomeOff03_Name,HomeOff03_ID,HomeOff04_Position,HomeOff04_Name,HomeOff04_ID,HomeOff05_Position,HomeOff05_Name,HomeOff05_ID,HomeOff06_Position,HomeOff06_Name,HomeOff06_ID,HomeOff07_Position,HomeOff07_Name,HomeOff07_ID,HomeOff08_Position,HomeOff08_Name,HomeOff08_ID,HomeOff09_Position,HomeOff09_Name,HomeOff09_ID,HomeOff10_Position,HomeOff10_Name,HomeOff10_ID,HomeOff11_Position,HomeOff11_Name,HomeOff11_ID,HomeDef01_Position,HomeDef01_Name,HomeDef01_ID,HomeDef02_Position,HomeDef02_Name,HomeDef02_ID,HomeDef03_Position,HomeDef03_Name,HomeDef03_ID,HomeDef04_Position,HomeDef04_Name,HomeDef04_ID,HomeDef05_Position,HomeDef05_Name,HomeDef05_ID,HomeDef06_Position,HomeDef06_Name,HomeDef06_ID,HomeDef07_Position,HomeDef07_Name,HomeDef07_ID,HomeDef08_Position,HomeDef08_Name,HomeDef08_ID,HomeDef09_Position,HomeDef09_Name,HomeDef09_ID,HomeDef10_Position,HomeDef10_Name,HomeDef10_ID,HomeDef11_Position,HomeDef11_Name,HomeDef11_ID,AwayOff01_Position,AwayOff01_Name,AwayOff01_ID,AwayOff02_Position,AwayOff02_Name,AwayOff02_ID,AwayOff03_Position,AwayOff03_Name,AwayOff03_ID,AwayOff04_Position,AwayOff04_Name,AwayOff04_ID,AwayOff05_Position,AwayOff05_Name,AwayOff05_ID,AwayOff06_Position,AwayOff06_Name,AwayOff06_ID,AwayOff07_Position,AwayOff07_Name,AwayOff07_ID,AwayOff08_Position,AwayOff08_Name,AwayOff08_ID,AwayOff09_Position,AwayOff09_Name,AwayOff09_ID,AwayOff10_Position,AwayOff10_Name,AwayOff10_ID,AwayOff11_Position,AwayOff11_Name,AwayOff11_ID,AwayDef01_Position,AwayDef01_Name,AwayDef01_ID,AwayDef02_Position,AwayDef02_Name,AwayDef02_ID,AwayDef03_Position,AwayDef03_Name,AwayDef03_ID,AwayDef04_Position,AwayDef04_Name,AwayDef04_ID,AwayDef05_Position,AwayDef05_Name,AwayDef05_ID,AwayDef06_Position,AwayDef06_Name,AwayDef06_ID,AwayDef07_Position,AwayDef07_Name,AwayDef07_ID,AwayDef08_Position,AwayDef08_Name,AwayDef08_ID,AwayDef09_Position,AwayDef09_Name,AwayDef09_ID,AwayDef10_Position,AwayDef10_Name,AwayDef10_ID,AwayDef11_Position,AwayDef11_Name,AwayDef11_ID,Official01_Role,Official01_Name,Official02_Role,Official02_Name,Official03_Role,Official03_Name,Official04_Role,Official04_Name,Official05_Role,Official05_Name,Official06_Role,Official06_Name,Official07_Role,Official07_Name
202509040phi,2025-09-04,Thursday,8:20pm,Philadelphia Eagles,Dallas Cowboys,phi,dal,24,20,Nick Sirianni,Brian Schottenheimer,Lincoln Financial Field,69879,3:55,outdoors,grass,"75 degrees, relative humidity 66%, wind 11 mph",QB,Jalen Hurts,HurtJa00,RB,Saquon Barkley,BarkSa00,WR,DeVonta Smith,SmitDe07,WR,A.J. Brown,BrowAJ00,WR,Jahan Dotson,DotsJa00,TE,Dallas Goedert,GoedDa00,OL,Tyler Steen,SteeTy00,OL,Cam Jurgens,JurgCa01,T,Lane Johnson,JohnLa01,T,Jordan Mailata,MailJo00,G,Landon Dickerson,DickLa00,DT,Jordan Davis,DaviJo03,DT,Moro Ojomo,OjomMo00,OLB,Jalyx Hunt,HuntJa02,OLB,Nolan Smith,SmitNo02,LB,Jihaad Campbell,CampJi00,LB,Zack Baun,BaunZa00,CB,Adoree' Jackson,JackAd00,CB,Quinyon Mitchell,MitcQu00,DB,Cooper DeJean,DeJeCo00,S,Andrew Mukuba,MukuAn00,S,Reed Blankenship,BlanRe00,QB,Dak Prescott,PresDa01,RB,Javonte Williams,WillJa10,WR,Jalen Tolbert,TolbJa00,WR,George Pickens,PickGe00,WR,CeeDee Lamb,LambCe00,TE,Jake Ferguson,FergJa00,OL,Tyler Smith,SmitTy02,OT,Tyler Guyton,GuytTy00,T,Terence Steele,SteeTe01,OG,Tyler Booker,BookTy00,C,Cooper Beebe,BeebCo00,DE,Sam Williams,WillSa00,DE,Dante Fowler,FowlDa00,DT,Kenny Clark,ClarKe01,DT,Osa Odighizuwa,OdigOs00,MLB,Kenneth Murray,MurrKe00,MLB,Jack Sanborn,SanbJa00,LB,Damone Clark,ClarDa02,CB,DaRon Bland,BlanDa00,CB,Kaiir Elam,ElamKa00,S,Malik Hooker,HookMa00,S,Donovan Wilson,WilsDo01,Referee,Shawn Smith,Umpire,Tra Blake,Down Judge,Jay Bilbo,Line Judge,Jeff Seeman,Back Judge,Dino Paganelli,Side Judge,Boris Cheek,Field Judge,Dyrol Prioleau
202509050sdg,2025-09-05,Friday,8:00pm,Los Angeles Chargers,Kansas City Chiefs,sdg,kan,27,21,Jim Harbaugh,Andy Reid,Neo Quimica Arena,47627,3:00,outdoors,grass,"62 degrees, relative humidity 80%, wind 7 mph",QB,Justin Herbert,HerbJu00,RB,Omarion Hampton,HampOm00,WR,Keenan Allen,AlleKe00,WR,Ladd McConkey,McCoLa00,WR,Quentin Johnston,JohnQu02,TE,Tyler Conklin,ConkTy00,T,Joe Alt,AltxJo01,T,Trey Pipkins,PipkTr00,G,Mekhi Becton,BectMe00,G,Zion Johnson,JohnZi00,C,Bradley Bozeman,BozeBr00,DL,Da'Shawn Hand,HandDa00,DL,Teair Tart,TartTe00,OLB,Tuli Tuipulotu,TuipTu00,OLB,Khalil Mack,MackKh00,LB,Denzel Perryman,PerrDe00,LB,Daiyan Henley,HenlDa00,CB,Donte Jackson,JackDo02,CB,Tarheeb Still,StilTa00,DB,Elijah Molden,MoldEl00,S,Derwin James,JameDe00,S,Alohi Gilman,GilmAl00,QB,Patrick Mahomes,MahoPa00,RB,Isiah Pacheco,PachIs00,WR,Marquise Brown,BrowMa04,WR,Xavier Worthy,WortXa00,WR,JuJu Smith-Schuster,SmitJu00,TE,Travis Kelce,KelcTr00,OT,Josh Simmons,SimmJo01,T,Jawaan Taylor,TaylJa02,T,Kingsley Suamataia,SuamKi00,G,Trey Smith,SmitTr05,C,Creed Humphrey,HumpCr00,DL,Jerry Tillery,TillJe00,DE,Michael Danna,DannMi00,DT,Chris Jones,JoneCh09,LB,Nick Bolton,BoltNi00,LB,Drue Tranquill,TranDr00,LB,Leo Chenal,ChenLe00,CB,Trent McDuffie,McDuTr00,CB,Jaylen Watson,WatsJa02,DB,Chamarri Conner,ConnCh01,DB,Jaden Hicks,HickJa01,S,Bryan Cook,CookBr02,Referee,Carl Cheffers,Umpire,Derek Anderson,Down Judge,Daniel Gallagher,Line Judge,Quentin Givens,Back Judge,Martin Hankins,Side Judge,Eugene Hall,Field Judge,Nathan Jones
202509070atl,2025-09-07,Sunday,1:00pm,Atlanta Falcons,Tampa Bay Buccaneers,atl,tam,20,23,Raheem Morris,Todd Bowles,Mercedes-Benz Stadium,71610,3:25,retractable roof (closed),fieldturf,,QB,Michael Penix,PeniMi00,RB,Tyler Allgeier,AllgTy00,RB,Bijan Robinson,RobiBi01,WR,Casey Washington,WashCa01,WR,Drake London,LondDr00,TE,Kyle Pitts,PittKy00,OL,Elijah Wilkinson,WilkEl00,OL,Ryan Neuzil,NeuzRy00,OL,Matthew Bergeron,BergMa00,T,Jake Matthews,MattJa00,G,Chris Lindstrom,LindCh00,DL,Zach Harrison,HarrZa00,DL,David Onyemata,OnyeDa00,DE,Leonard Floyd,FloyLe00,DT,Brandon Dorlus,DorlBr00,LB,Kaden Elliss,ElliKa00,LB,Divine Deablo,DeabDi00,CB,Mike Hughes,HughMi00,CB,AJ Terrell,TerrAJ00,S,Jordan Fuller,FullJo01,S,Xavier Watts,WattXa00,S,Jessie Bates III,BateJe00,QB,Baker Mayfield,MayfBa00,RB,Bucky Irving,IrviBu00,WR,Emeka Egbuka,EgbuEm01,WR,Mike Evans,EvanMi00,TE,Cade Otton,OttoCa00,TE,Payne Durham,DurhPa00,T,Luke Goedeke,GoedLu00,G,Ben Bredeson,BredBe00,G,Cody Mauch,MaucCo00,G,Michael Jordan,JordMi01,C,Graham Barton,BartGr00,DL,Logan Hall,HallLo00,DL,Calijah Kancey,KancCa00,NT,Vita Vea,VeaxVi00,OLB,YaYa Diaby,DiabYa00,OLB,Haason Reddick,ReddHa00,LB,SirVocea Dennis,DennSi00,LB,Lavonte David,DaviLa00,CB,Jamel Dean,DeanJa00,CB,Zyon McCollum,McCoZy02,S,Tykee Smith,SmitTy05,S,Antoine Winfield Jr.,WinfAn00,Referee,Land Clark,Umpire,Mark Pellis,Down Judge,Tom Stephan,Line Judge,Jeff Hutcheon,Back Judge,Brad Freeman,Side Judge,Dominique Pender,Field Judge,Jabir Walker
202509070buf,2025-09-07,Sunday,8:20pm,Buffalo Bills,Baltimore Ravens,buf,rav,41,40,Sean McDermott,John Harbaugh,Highmark Stadium,70745,3:15,outdoors,a_turf,"58 degrees, relative humidity 61%, wind 8 mph",QB,Josh Allen,AlleJo02,RB,James Cook,CookJa01,WR,Keon Coleman,ColeKe02,WR,Josh Palmer,PalmJo00,TE,Dalton Kincaid,KincDa00,TE,Dawson Knox,KnoxDa00,T,Spencer Brown,BrowSp00,T,Dion Dawkins,DawkDi00,G,O'Cyrus Torrence,TorrOC00,G,David Edwards,EdwaDa01,G,Connor McGovern,McGoCo01,DE,Gregory Rousseau,RousGr00,DE,Joey Bosa,BosaJo00,DT,DaQuan Jones,JoneDa04,DT,Ed Oliver,OlivEd00,LB,Dorian Williams,WillDo04,LB,Matt Milano,MilaMa00,LB,Terrel Bernard,BernTe00,CB,Dorian Strong,StroDo01,CB,Christian Benford,BenfCh00,S,Taylor Rapp,RappTa00,S,Cole Bishop,BishCo00,QB,Lamar Jackson,JackLa00,RB,Derrick Henry,HenrDe00,WR,Rashod Bateman,BateRa00,WR,Zay Flowers,FlowZa00,TE,Mark Andrews,AndrMa00,TE,Charlie Kolar,KolaCh00,OL,Andrew Vorhees,VorhAn00,T,Ronnie Stanley,StanRo00,T,Roger Rosengarten,RoseRo01,G,Daniel Faalele,FaalDa00,C,Tyler Linderbaum,LindTy00,DL,Travis Jones,JoneTr00,DL,Nnamdi Madubuike,MaduJu00,OLB,Kyle Van Noy,VanNKy00,OLB,Tavius Robinson,RobiTa00,LB,Trenton Simpson,SimpTr00,LB,Roquan Smith,SmitRo07,CB,Nate Wiggins,WiggNa00,CB,Marlon Humphrey,HumpMa00,CB,Chidobe Awuzie,AwuzCh00,S,Malaki Starks,StarMa00,S,Kyle Hamilton,HamiKy00,Referee,John Hussey,Umpire,Duane Heydt,Down Judge,Max Causey,Line Judge,Carl Johnson,Back Judge,Matt Edwards,Side Judge,Allen Baynes,Field Judge,Anthony Flemming
202509070cle,2025-09-07,Sunday,1:00pm,Cleveland Browns,Cincinnati Bengals,cle,cin,16,17,Kevin Stefanski,Zac Taylor,Huntington Bank Field,65599,2:59,outdoors,grass,"63 degrees, relative humidity 49%, wind 10 mph",QB,Joe Flacco,FlacJo00,RB,Dylan Sampson,SampDy00,WR,Cedric Tillman,TillCe01,WR,Jerry Jeudy,JeudJe00,TE,David Njoku,NjokDa00,TE,Harold Fannin,FannHa00,T,Jack Conklin,ConkJa00,T,Dawand Jones,JoneDa07,G,Joel Bitonio,BitoJo00,G,Wyatt Teller,TellWy00,C,Ethan Pocic,PociEt00,DE,Myles Garrett,GarrMy00,DE,Isaiah McGuire,McGuIs00,DT,Mason Graham,GrahMa00,DT,Maliek Collins,CollMa00,LB,Carson Schwesinger,SchwCa00,LB,Devin Bush Jr.,BushDe01,LB,Jerome Baker,BakeJe00,CB,Greg Newsome II,NewsGr00,CB,Denzel Ward,WardDe02,S,Ronnie Hickman,HickRo00,S,Grant Delpit,DelpGr00,QB,Joe Burrow,BurrJo01,RB,Chase Brown,BrowCh10,WR,Ja'Marr Chase,ChasJa00,WR,Tee Higgins,HiggTe00,TE,Noah Fant,FantNo00,TE,Drew Sample,SampDr00,OT,Orlando Brown Jr.,BrowOr00,OT,Amarius Mims,MimsAm00,OG,Dylan Fairchild,FairDy00,G,Lucas Patrick,PatrLu00,C,Ted Karras,KarrTe00,DE,Joseph Ossai,OssaJo00,DE,Trey Hendrickson,HendTr00,DT,B.J. Hill,,DT,Tedarrell Slaton,SlatTe00,LB,Demetrius Knight,KnigDe00,LB,Logan Wilson,WilsLo00,CB,Daxton Hill,HillDa04,CB,Josh Newton,NewtJo00,CB,Cam Taylor-Britt,TaylCa01,S,Jordan Battle,BattJo00,S,Geno Stone,StonGe00,Referee,Adrian Hill,Umpire,Roy Ellison,Down Judge,Derick Bowers,Line Judge,Julian Mapp,Back Judge,Greg Steed,Side Judge,Clay Reynard,Field Judge,Tra Boger
202509070clt,2025-09-07,Sunday,1:00pm,Indianapolis Colts,Miami Dolphins,clt,mia,33,8,Shane Steichen,Mike McDaniel,Lucas Oil Stadium,64065,2:45,retractable roof (closed),fieldturf,,QB,Daniel Jones,JoneDa05,RB,Jonathan Taylor,TaylJo02,WR,Alec Pierce,PierAl00,WR,Michael Pittman Jr.,PittMi01,TE,Mo Alie-Cox,AlieMo00,TE,Tyler Warren,WarrTy00,T,Braden Smith,SmitBr06,T,Bernhard Raimann,RaimBe00,G,Matt Goncalves,GoncMa00,G,Quenton Nelson,NelsQu00,C,Tanor Bortolini,BortTa00,DE,Laiatu Latu,LatuLa00,DE,Kwity Paye,PayeKw00,DT,DeForest Buckner,BuckDe00,DT,Grover Stewart,StewGr00,LB,Joe Bachie,BachJo01,LB,Zaire Franklin,FranZa00,CB,Kenny Moore,MoorKe03,CB,Xavien Howard,HowaXa00,CB,Charvarius Ward,WardCh01,S,Nick Cross,CrosNi00,S,Camryn Bynum,BynuCa00,QB,Tua Tagovailoa,TagoTu00,RB,De'Von Achane,AchaDe00,FB,Alec Ingold,IngoAl01,WR,Jaylen Waddle,WaddJa00,WR,Tyreek Hill,HillTy00,TE,Julian Hill,HillJu02,OL,Aaron Brewer,BrewAa01,OL,Jonah Savaiinaea,SavaJo00,OL,Austin Jackson,JackAu00,OT,Patrick Paul,PaulPa01,G,James Daniels,DaniJa01,DT,Benito Jones,JoneBe03,DT,Zach Sieler,SielZa00,DT,Kenneth Grant,GranKe01,LB,Tyrel Dodson,DodsTy01,LB,Bradley Chubb,ChubBr00,LB,Jaelan Phillips,PhilJa02,LB,Jordyn Brooks,BrooJo01,CB,Jack Jones,JoneJa10,CB,Storm Duck,DuckSt00,S,Ifeatu Melifonwu,MeliIf00,S,Minkah Fitzpatrick,FitzMi00,Referee,Brad Allen,Umpire,Marcus Woods,Down Judge,Sarah Thomas,Line Judge,Walter Flowers,Back Judge,Tyree Walton,Side Judge,Chad Hill,Field Judge,Rick Patterson
202509070den,2025-09-07,Sunday,4:05pm,Denver Broncos,Tennessee Titans,den,oti,20,12,Sean Payton,Brian Callahan,Empower Field at Mile High,75706,3:24,outdoors,grass,"84 degrees, relative humidity 24%, wind 6 mph",QB,Bo Nix,NixxBo00,RB,J.K. Dobbins,DobbJK00,WR,Courtland Sutton,SuttCo00,WR,Troy Franklin,FranTr00,TE,Adam Trautman,TrauAd00,TE,Lucas Krull,KrulLu00,T,Garett Bolles,BollGa00,T,Mike McGlinchey,McGlMi00,G,Quinn Meinerz,MeinQu02,G,Ben Powers,PoweBe00,C,Luke Wattenberg,WattLu00,DL,John Franklin-Myers,FranJo02,DL,Zach Allen,AlleZa01,DT,D.J. Jones,,OLB,Jonathon Cooper,CoopJo02,OLB,Nik Bonitto,BoniNi00,LB,Alex Singleton,SingAl00,LB,Justin Strnad,StrnJu00,CB,Riley Moss,MossRi00,CB,Patrick Surtain II,SurtPa01,S,Brandon Jones,JoneBr06,S,Talanoa Hufanga,HufaTa00,QB,Cam Ward,WardCa00,RB,Tony Pollard,PollTo00,WR,Elic Ayomanor,AyomEl00,WR,Calvin Ridley,RidlCa00,TE,Gunnar Helm,HelmGu00,TE,Chig Okonkwo,OkonCh00,OL,Peter Skoronski,SkorPe00,OT,Dan Moore,MoorDa05,OT,JC Latham,LathJC00,G,Kevin Zeitler,ZeitKe00,C,Lloyd Cushenberry III,CushLl00,DE,Sebastian Joseph-Day,JoseSe00,DT,Jeffery Simmons,SimmJe01,NT,T'Vondre Sweat,SweaTV01,OLB,Dre'Mont Jones,JoneDr00,OLB,Oluwafemi Oladejo,OladOl00,LB,Cedric Gray,GrayCe00,LB,Cody Barton,BartCo00,CB,L'Jarius Sneed,SneeLJ00,CB,Jarvis Brownlee,BrowJa09,S,Amani Hooker,HookAm00,S,Xavier Woods,WoodXa00,Referee,Alex Kemp,Umpire,Brandon Ellison,Down Judge,Mike Carr,Line Judge,Rusty Baynes,Back Judge,Scott Helverson,Side Judge,Lo van Pham,Field Judge,Sean Petty
202509070gnb,2025-09-07,Sunday,4:25pm,Green Bay Packers,Detroit Lions,gnb,det,27,13,Matt LaFleur,Dan Campbell,Lambeau Field,77239,2:49,outdoors,grass,"60 degrees, relative humidity 76%, wind 5 mph",QB,Jordan Love,LoveJo03,RB,Josh Jacobs,JacoJo01,WR,Romeo Doubs,DoubRo00,WR,Matthew Golden,GoldMa02,TE,Tucker Kraft,KrafTu00,TE,Luke Musgrave,MusgLu00,OL,Elgton Jenkins,JenkEl00,OL,Zach Tom,TomxZa00,T,Rasheed Walker,WalkRa00,G,Aaron Banks,BankAa00,G,Sean Rhyan,RhyaSe00,DL,Devonte Wyatt,WyatDe00,DL,Colby Wooden,WoodCo01,DL,Lukas Van Ness,VanNLu00,DL,Rashan Gary,GaryRa00,LB,Isaiah McDuffie,McDuIs00,LB,Quay Walker,WalkQu00,LB,Edgerrin Cooper,CoopEd00,CB,Keisean Nixon,NixoKe00,CB,Carrington Valentine,ValeCa00,S,Xavier McKinney,McKiXa00,S,Javon Bullard,BullJa00,QB,Jared Goff,GoffJa00,RB,Jahmyr Gibbs,GibbJa01,WR,Amon-Ra St. Brown,StxxAm00,WR,Jameson Williams,WillJa11,TE,Brock Wright,WrigBr01,TE,Sam LaPorta,LaPoSa01,OL,Graham Glasgow,GlasGr00,OL,Christian Mahogany,MahoCh00,OL,Tate Ratledge,RatlTa00,T,Taylor Decker,DeckTa00,T,Penei Sewell,SewePe00,DL,Tyleik Williams,WillTy02,DL,D.J. Reader,,DE,Marcus Davenport,DaveMa00,DE,Aidan Hutchinson,HutcAi00,LB,Jack Campbell,CampJa04,LB,Derrick Barnes,BarnDe02,LB,Alex Anzalone,AnzaAl00,CB,Terrion Arnold,ArnoTe00,CB,D.J. Reed,,DB,Brian Branch,BranBr00,S,Kerby Joseph,JoseKe03,Referee,Clete Blakeman,Umpire,Scott Campbell,Down Judge,Andy Warner,Line Judge,Kent Payne,Back Judge,Jonah Monroe,Side Judge,James Coleman,Field Judge,Karina Tovar
202509070jax,2025-09-07,Sunday,1:00pm,Jacksonville Jaguars,Carolina Panthers,jax,car,26,10,Liam Coen,Dave Canales,EverBank Stadium,59957,4:11,outdoors,grass,"85 degrees, relative humidity 71%, wind 3 mph",QB,Trevor Lawrence,LawrTr00,RB,Travis Etienne,EtieTr00,WR,Dyami Brown,BrowDy00,WR,Brian Thomas,ThomBr06,WR,Travis Hunter,HuntTr00,TE,Brenton Strange,StraBr00,OL,Ezra Cleveland,ClevEz00,OL,Anton Harrison,HarrAn00,OL,Patrick Mekari,MekaPa00,OL,Walker Little,LittWa00,C,Robert Hainsey,HainRo00,DE,Josh Hines-Allen,AlleJo03,DE,Travon Walker,WalkTr03,DT,Arik Armstead,ArmsAr01,DT,DaVon Hamilton,HamiDa02,OLB,Dennis Gardeck,GardDe01,LB,Devin Lloyd,LloyDe00,LB,Foyesade Oluokun,OluoFo00,CB,Jourdan Lewis,LewiJo01,CB,Tyson Campbell,CampTy01,S,Eric Murray,MurrEr00,S,Andrew Wingard,WingAn01,QB,Bryce Young,YounBr01,RB,Chuba Hubbard,HubbCh01,WR,Tetairoa McMillan,McMiTe00,WR,Xavier Legette,LegeXa00,TE,Tommy Tremble,TremTo00,TE,Ja'Tavion Sanders,SandJa01,T,Taylor Moton,MotoTa00,T,Yosh Nijman,NijmYo01,G,Damien Lewis,LewiDa05,G,Robert Hunt,HuntRo01,C,Austin Corbett,CorbAu00,DE,Derrick Brown,BrowDe05,DE,A'Shawn Robinson,RobiAS00,DT,Tershawn Wharton,WharTe00,OLB,Patrick Jones II,JonePa00,LB,Christian Rozeboom,RozeCh00,LB,Trevin Wallace,WallTr00,CB,Michael Jackson,JackMi01,CB,Chau Smith-Wade,SmitCh05,CB,Jaycee Horn,HornJa00,S,Tre'von Moehrig,MoehTr00,S,Nick Scott,ScotNi01,Referee,Alex Moore,Umpire,Terry Killens,Down Judge,Dana McKenzie,Line Judge,Tom Eaton,Back Judge,Terrence Miles,Side Judge,Anthony Jeffries,Field Judge,Mearl Robinson
202509070nor,2025-09-07,Sunday,1:00pm,New Orleans Saints,Arizona Cardinals,nor,crd,13,20,Kellen Moore,Jonathan Gannon,Caesars Superdome,70006,3:00,dome,sportturf,,QB,Spencer Rattler,RattSp00,RB,Alvin Kamara,KamaAl00,WR,Rashid Shaheed,ShahRa00,WR,Chris Olave,OlavCh00,TE,Jack Stoll,StolJa00,TE,Juwan Johnson,JohnJu02,OL,Erik McCoy,McCoEr01,OL,Cesar Ruiz,RuizCe00,OL,Dillon Radunz,RaduDi00,OT,Kelvin Banks,BankKe01,OT,Taliese Fuaga,FuagTa00,DE,Cameron Jordan,JordCa00,DE,Carl Granderson,GranCa01,DT,Davon Godchaux,GodcDa00,DT,Bryan Bresee,BresBr00,DT,Nathan Shepherd,ShepNa00,LB,Pete Werner,WernPe00,LB,Demario Davis,DaviDe00,CB,Kool-Aid McKinstry,McKiKo00,CB,Isaac Yiadom,YiadIs00,S,Justin Reid,ReidJu00,S,Julian Blackmon,BlacJu01,QB,Kyler Murray,MurrKy00,RB,James Conner,ConnJa00,WR,Marvin Harrison Jr.,HarrMa09,TE,Tip Reiman,ReimTi00,TE,Trey McBride,McBrTr01,TE,Elijah Higgins,HiggEl00,OL,Isaiah Adams,AdamIs01,OL,Paris Johnson,JohnPa03,OL,Hjalte Froholdt,FrohHj00,OL,Jonah Williams,WillJo10,OL,Evan Brown,BrowEv00,DL,Calais Campbell,CampCa99,DL,Darius Robinson,RobiDa01,DT,Dalvin Tomlinson,TomlDa00,OLB,Baron Browning,BrowBa01,OLB,Josh Sweat,SweaJo00,LB,Mack Wilson,WilsMa03,LB,Akeem Davis-Gaither,DaviAk01,CB,Max Melton,MeltMa00,CB,Garrett Williams,WillGa00,S,Jalen Thompson,ThomJa04,S,Budda Baker,BakeBu00,Referee,Scott Novak,Umpire,Mike Morton,Down Judge,Brian Sakowski,Line Judge,Mark Stewart,Back Judge,Tony Josselyn,Side Judge,Don Willard,Field Judge,Terry Brown
